word,gt_snippet,whisper_snippet,folder
uh,side we may gain a little bit more on scrap uh recycling as well so not much of an impact for,side we may gain a little bit more on scrap recycling as well so not much of an impact for,
uh,as well so not much of an impact for us uh the reason we re against it is much more a,recycling as well so not much of an impact for us the reason we re against it is much more,
uh,free and fair trade than really a problem for our uh finances or our e economic uh outcome got it and,in free and fair trade then really a problem for our finances or our economy i ve got it and,
uh,a problem for our uh finances or our e economic uh outcome got it and then just on on the canned,really a problem for our finances or our economy i ve got it and then just on the canned sheet,
uh,go into the details of exactly which contracts mature when uh but uh you know that we ve got a few,strength yeah so we see a lot of people who are but you know that we ve got a few,
uh,the details of exactly which contracts mature when uh but uh you know that we ve got a few renewals coming,so we see a lot of people who are but you know that we ve got a few renewals coming,
uh,know that we ve got a few renewals coming in uh around the uh 22 horizon uh we are making good,know that we ve got a few renewals coming in around the 22 horizon your next question comes from the,
uh,ve got a few renewals coming in uh around the uh 22 horizon uh we are making good progress uh and,ve got a few renewals coming in around the 22 horizon your next question comes from the line of david,
uh,few renewals coming in uh around the uh 22 horizon uh we are making good progress uh and i think the,that we ve got a few renewals coming in around the 22 horizon your next question comes from the line,
uh,the uh 22 horizon uh we are making good progress uh and i think the pricing environment is uh i would,the u s through the u s that s great it s good to hear john mark and i hope,
uh,good progress uh and i think the pricing environment is uh i would describe it as a mildly positive in the,for the labor benefit benefit i thought it was a covid 19 state aid benefit is that included in the,
uh,that contractual negotiations take a lot of time here and uh whilst we you know i say it s mildly positive,of that cost is going to come back right so you know i d say it s hard to give,
uh,and whenever we actually ink a contract things may change uh but i think it s a pretty benign environment and,in the past on the fact that we re in it for the long haul and i think it s,
uh,a pretty benign environment and our product is in demand uh i ll brag a little bit our quality and our,so everybody s a bit you know vigilant as it should be a little bit on canton central in europe,
uh,much recognized muscle shoals has done a terrific job in uh over the past five years uh and is a very,this transaction removed our only near term bond maturity at a very attractive coupon we have taken i am very,
uh,a terrific job in uh over the past five years uh and is a very strong player in the market now,any period in the recent past the second half is always weaker than the first half right in aerospace so,
uh,service wise neuf brisach has always been so we have uh strong positions and i m uh looking at the future,we ll see a stronger rebound and i hope this is coming to us in the u s through the,
uh,been so we have uh strong positions and i m uh looking at the future with a great deal of uh,them and they ll do some things that help us in the future which i ve already done in the,
uh,uh looking at the future with a great deal of uh confidence great thank you that s it thanks thanks josh,us in the future which i ve already done in the past and that s already happened and that s,
uh,million adjusted ebitda line you re talking about for the uh for the labor benefit i thought it was a covid,81 million adjusted ebitda line you re talking about for the labor benefit benefit i thought it was a covid,
uh,substantially less of that i think you should assume that uh in the businesses that it you know it s gonna,to as curps arbite or schommach parsier or short time work in the businesses that you know it s gonna,
uh,packaging for example where we had some benefit in in uh q2 we should have you know basically very limited if,packaging for example where we had some benefit in q2 we should have basically very limited if any benefit in,
uh,limited if if any benefit in in yeah q3 and uh you know automotive which should fade away and and aerospace,q2 we should have basically very limited if any benefit in q3 and automotive which has fade away and aerospace,
uh,give you an indication i we mentioned about people being uh you know unemployed during the quarter at the trough which,lower number to give you an indication we mentioned about people being unemployed during the quarter at the trough which,
uh,during the quarter at the trough which is behind us uh we had 6 000 people under some kind of unemployment,mentioned about people being unemployed during the quarter at the trough which is behind us some kind of an employment,
uh,and and david just to put it in perspective the uh you know if you get to the fourth quarter the,dramatically yeah and and dave is just just to put it in perspective if you get to the fourth quarter,
uh,terms of the um you know the the the individual uh and market commentary on the aerospace side obviously that s,in terms of the amount of cost you think you could take out of the business this year on a,
uh,terms of the outlook commentary you you you framed obviously uh two segments up one segment down but you know the,terms of the amount of cost you think you could take out of the business this year on a permanent,
uh,in the second half or or or a bit more uh you know color on magni order of magnitude on the,and packaging in the second half for a bit more you know color on magnet order of magnitude on the,
uh,would be helpful so it s very difficult to tell uh david because we re as we speak in a very,in aerospace would helpful so it s very difficult to tell david because we re as we speak in very,
uh,contracts whereby we can force them to take some product uh which they will take and pay for all but then,contracts whereby we can force them to take some product which they will take and pay for all but then,
uh,the way i don t think they fully know now uh and it s no criticism of them i mean it,by the way i don t think they fully know now and it s no criticism of them i mean,
uh,say that there will be for sure more pain in uh in uh other structures and then the you know those,i could answer your question possibly at this stage i cannot more pain in auto structures and then in auto,
uh,there will be for sure more pain in uh in uh other structures and then the you know those structures in,answer your question possibly at this stage i cannot more pain in auto structures and then in auto structures in,
uh,inaudible facilities is that right what is that number now uh we re running still around that number but i would,your facilities is that right what is that number now we re running still around that number but i would,
uh,still around that number but i would expect it to uh go down maybe to 50 that kind of range okay,still around that number but i would expect it to go down maybe to 50 percent that kind of range,
uh,s helpful thanks very much okay yeah it s very uh it s important to say we re not expecting it,s helpful thanks very much okay your next question comes from the line of kurt woodward from credit suisse good,
uh,down to 30 right even that s that s not uh not on the horizon your next question comes from the,know that we ve got a few renewals coming in around the 22 horizon your next question comes from the,
uh,is open yeah hi good morning hi curt hi curt uh peter first question on on the 100 million of cost,from the line of kurt woodward from credit suisse good morning peter first question on the 100 million euro cost,
uh,so um if we look if we look at the uh i mean so the biggest piece of that hundred million,two companies so we re looking past the current crisis the current crisis we ve got to get all in,
uh,i mean so the biggest piece of that hundred million uh is related to labor right so x and that s,do expect some of that cost is going to come back right so you know i d say it s,
uh,s probably you know half of that hundred million so uh what we re doing now is we are really closely,being built right so that s what we re trying to do whether we get there fully i don t,
uh,trying to size our labor forces according to that so uh in that regard i think we would expect that there,i automotive structures essentially to be better in the second half and it would expect the nt to be more,
uh,we would expect that there s going to be some uh kind of permanent savings but remember as we uh kind,take out of the business this year on a permanent basis kind of permanent savings but remember as we kind,
uh,some uh kind of permanent savings but remember as we uh kind of ramp up the operations uh we do expect,a permanent basis kind of permanent savings but remember as we kind of ramp up the operations we do expect,
uh,remember as we uh kind of ramp up the operations uh we do expect some of that cost is gonna come,savings but remember as we kind of ramp up the operations we do expect some of that cost is going,
uh,a really precise number o on that curt it s uh it s a difficult one yeah okay um kurt if,a really precise number on that kurt it s a difficult one kurt if i may add we have talked,
uh,difficult one yeah okay um kurt if i may add uh we have talked about horizon 22 right and one of,difficult one kurt if i may add we have talked about horizon 22 right and one of the strategic initially,
uh,and i think what covid 19 is doing to us uh and i guess to many other companies out there is,stronger and i think what covid 19 is doing to us and i guess to many other companies out there,
uh,to be implemented so along the lines that peter was uh saying i think we ll come out of this with,to be implemented so along the lines that peter was saying i think we ll come out of this with,
uh,not ramp up and inject back 100 million of costs uh how much you know wi will remain to be seen,good morning peter first question on the 100 million euro cost reductions how much of that would you view as,
uh,wi will remain to be seen because we re really uh learning as we re doing and we re just in,when we talked on q1 we re talking of 20 utilization as we were speaking and now we re at,
uh,we re just in the middle of it now but uh we will definitely emerge out of that leaner and stronger,i think we ll come out of this with some permanent out of that leaner and stronger and there s,
uh,know kind of big categories of reduction i think we uh were able to uh to kind of live without a,those are you know kind of big categories of reduction i think we were able to kind of live without,
uh,categories of reduction i think we uh were able to uh to kind of live without a lot of that going,categories of reduction i think we were able to kind of live without a lot of that going forward so,
uh,quite revealing right so we ve got a very strong uh you know r d and technical support organization which is,quite revealing right so we ve got a very strong you know r d and technical support organization which is,
uh,know people that are centrally located and then go and uh help plants and uh historically a lot of the work,you know people that are centrally located and then go and help plants and historically a lot of the work,
uh,centrally located and then go and uh help plants and uh historically a lot of the work was done by people,centrally located and then go and help plants and historically a lot of the work was done by people going,
uh,lot of that has been done through a remote interaction uh video conference but even when you go to a to,a remote interaction video conference but even when you go to a plant and you look at i got a,
uh,look at i got a problem and i need to uh improve uh the speed on this mill we ve had,look at i got a problem and i need to improve the speed of this mill we ve had people,
uh,i got a problem and i need to uh improve uh the speed on this mill we ve had people you,i got a problem and i need to improve the speed of this mill we ve had people you interacting,
uh,know interacting by the inaudible bit on a facetime and uh going into uh looking into the the roller uh the,you interacting by the milk a bit on the face time and looking into the rolling emails by facetime with,
uh,the inaudible bit on a facetime and uh going into uh looking into the the roller uh the the the rolling,the milk a bit on the face time and looking into the rolling emails by facetime with a technical advisor,
uh,and uh going into uh looking into the the roller uh the the the rolling mills uh by facetime with a,interacting by the milk a bit on the face time and looking into the rolling emails by facetime with a,
uh,into the the roller uh the the the rolling mills uh by facetime with a uh technical advisor on the other,bit on the face time and looking into the rolling emails by facetime with a technical advisor on the other,
uh,the the the rolling mills uh by facetime with a uh technical advisor on the other side of the planet and,face time and looking into the rolling emails by facetime with a technical advisor on the other side of the,
uh,discover a few new ways of doing business in our uh you know space that are going to be quite interesting,going to discover a few new ways of doing business in our space that are going to be quite interesting,
uh,it s gonna help us inject more brain and talent uh remotely with more uh mm hmm affirmative inaudible yeah and,it s going to help help us inject more brain and talent remotely with more of an impact as we,
uh,us inject more brain and talent uh remotely with more uh mm hmm affirmative inaudible yeah and curt you know as,us inject more brain and talent remotely with more of an impact as we go forward we may be able,
uh,and curt you know as we go forward we ll uh we may be able to give you more color on,remotely with more of an impact as we go forward we may be able to give you more color on,
uh,at taking structural costs out and in the short term uh the objective is we wanna be you know kind of,at taking structural costs out we want to emerge with a much stronger earnings power and packaging over 80 and,
uh,power so we re focused on exactly that and and uh you know we ll have more to say as as,sort of non recourse to you well again it is recourse to us exactly that and it obviously was an,
uh,dynamics you mentioned i think a 73 million impact from uh factoring this quarter or otherwise you d be free cash,no fair question so i think i ve commented in the past on the fact that i thought that the,
uh,we won t put a specific number on it but uh we re confident that we will generate free cash flow,so we won t put a specific number on it but we re confident and the back half of the,
uh,comment on i guess working with the oems to create uh you said a clean slate entering 202 so you know,4 so i guess what i m asking is do you see that market as potentially inflecting soon you know,
uh,what you meant by the clean slate comment well yeah uh no fair question so um i think i ve commented,actual bill to rate to help them clear inventory well yeah no fair question so i think i ve commented,
uh,i thought that the shipments we re making into the uh to the oems right into the supply chain were actually,the fact that i thought that the shipments were making to the oen right into the supply chain were actually,
uh,half i think is not going to cure all the uh you know uh inventory build up in the supply chain,the build rates were warranting at the time sure all the you know inventory build up in the supply chain,
uh,is not going to cure all the uh you know uh inventory build up in the supply chain first of all,were warranting at the time sure all the you know inventory build up in the supply chain first of all,
uh,inventory build up in the supply chain first of all uh but i think what that does is it positions us,inventory build up in the supply chain first of all but i think what that does is it positions us,
uh,in 21 than what the second the nine months of uh you know post covid uh will be in uh a,1 million euros higher than last year in the first six months of 2020 constellium achieved 228 million euros of,
uh,second the nine months of uh you know post covid uh will be in uh a t that s that s,second quarter was around 60 at your facilities is that right what is that number now we re running still,
uh,of uh you know post covid uh will be in uh a t that s that s one of the goals,but certainly we are aiming to be better in 21 will be in anp that s one of the goals,
uh,goals um in terms of what we re getting from uh the oems uh we ve got very strong deep strategic,goals in terms of what we re getting from the oems you ve got very strong deep strategic relationships with,
uh,terms of what we re getting from uh the oems uh we ve got very strong deep strategic relationships with them,in terms of what we re getting from the oems you ve got very strong deep strategic relationships with them,
uh,we ve got very strong deep strategic relationships with them uh i ve commented also in the past from the fact,ve got very strong deep strategic relationships with them i ve commented also in the past on the fact that,
uh,it for the long haul and i think it s uh evidenced by the 10 year contract we ve signed with,it for the long haul and i think it s evidenced by the 10 year contract we signed with airbus,
uh,10 year contract we ve signed with airbus i mean uh 10 year is a long duration never happened before and,10 year contract we signed with airbus i mean 10 year is a long duration never happened before the desire,
uh,10 year is a long duration never happened before and uh we did it uh because it was the right thing,10 year is a long duration never happened before the desire to cement the strategic alignment between the two companies,
uh,long duration never happened before and uh we did it uh because it was the right thing to do for both,long duration never happened before the desire to cement the strategic alignment between the two companies so we re looking,
uh,because it was the right thing to do for both uh companies for both businesses and we didn t do it,because of some weakness in europe right and i think it s got to do with both you know the,
uh,in the same boat or in the same aircraft and uh put us in the same place work together to overcome,in the same boat or in the same aircraft and put us in the same place work together to overcome,
uh,be in the win win partnership and we do some uh things that help them and they ll do some things,be in a win win partnership and we do some things that help them and they ll do some things,
uh,have already done in the past and that s already uh that s already happened and that s continuing okay great,future which i ve already done in the past and that s already happened and that s continuing okay great,
uh,volumes were down about 11 but um you know norsk uh reported canned volumes up 11 i think you guys face,were down about 11 percent but you know norsk reported can volumes up 11 percent i think you guys face,
uh,mainly i believe i mean i cannot comment on their uh specific uh situation but in in our case the main,won t put a specific number on it but we re confident and the back half of the year i,
uh,believe i mean i cannot comment on their uh specific uh situation but in in our case the main reason was,specific number on it but we re confident and the back half of the year i think there s a,
uh,at the center of a hot spot of the first uh real hot spot in france uh and that was a,at the center of a hotspot the first real hotspot in france and that was the finished goods and that,
uh,spot of the first uh real hot spot in france uh and that was a very uh very terrible conditions for,that naplizak was at the center of a hotspot the first real hotspot in france and that was the finished,
uh,hot spot in france uh and that was a very uh very terrible conditions for uh you know second half of,hotspot in france and that was the finished goods and that really took down our shipments in the second quarter,
uh,and that was a very uh very terrible conditions for uh you know second half of march so in march we,pain we take we are in very detailed discussions with our customers in a very collaborative fashion to look at,
uh,of finnish goods but then we had to replenish the uh the the finnish goods and that really took down our,a hotspot the first real hotspot in france and that was the finished goods and that really took down our,
uh,the the finnish goods and that really took down our uh you know our shipments in the second quarter but we,france and that was the finished goods and that really took down our shipments in the second quarter but we,
uh,but we re back to normal now okay that s uh that s sort of what i expected um and on,second quarter but we re back to normal now okay thanks that s sort of what i expected and on,
uh,extent is it guaranteed by the french government well it uh depends on the facility but the big one the french,extent is it guaranteed by the french government well it depends on the facility but the big one the french,
uh,the big one the french one is secured on on uh uh pp e um and uh in the case of,facility but the big one the french one is secured on a ppe and e and in the case of,
uh,big one the french one is secured on on uh uh pp e um and uh in the case of the,but the big one the french one is secured on a ppe and e and in the case of the,
uh,is secured on on uh uh pp e um and uh in the case of the german ones one of them,french one is secured on a ppe and e and in the case of the german ones one of them,
uh,is unsecured and the swiss one is unsecured um and uh the guarantees what the way they work is they guarantee,unsecured and the swiss one is unsecured and the guarantees the way they work is they guarantee a certain percentage,
uh,is they guarantee a certain percentage of the principal so uh it s a normal syndicate of banks with uh in,is they guarantee a certain percentage of the principle so it s a normal syndicate of banks with in the,
uh,so uh it s a normal syndicate of banks with uh in the case of france i think the guarantee is,principle so it s a normal syndicate of banks with in the case of france i think the guarantee is,
uh,france i think the guarantee is for 70 of the uh or sorry 80 percent of the in the case of,i think the guarantee is for 70 percent of the or sorry 80 percent of the in the case of,
uh,state in the case of germany i think it s uh 80 too so just just for for our purposes as,guaranteed by the french state in the case of germany i think it s 80 too for our purposes as,
uh,sort of non recourse to you well again it s uh it is it is recourse to us uh what i,sort of non recourse to you well again it is recourse to us exactly that and it obviously was an,
uh,it s uh it is it is recourse to us uh what i think t t the point is is that,to you well again it is recourse to us exactly that and it obviously was an inducement for the banks,
uh,if you re in the syndicate of banks and you uh are lending say 50 your responsibility is for 10 oh,syndicate of banks with in the case of france i think the guarantee is for 70 percent of the or,
uh,it just sits on our balance sheet as cash and uh the german facility that we ve now signed up in,active discussions with our customers and at the end of the day it s a call that we have to,
uh,july you know we don t expect to draw that uh the dd uh the delay draw term loan we haven,but yeah you re right we don t have a strong incentive to repay that but what we will do,
uh,we don t expect to draw that uh the dd uh the delay draw term loan we haven t drawn that,good thread we expect more pain in the second half of the year and i think the reason for that,
uh,the delay draw term loan we haven t drawn that uh and the swiss facility uh we don t have that,no no that s right on the use of the capital right so for example we can t use that,
uh,we haven t drawn that uh and the swiss facility uh we don t have that drawn in in most instances,in the past on the fact that we re in it for the long haul and i think it s,
uh,the way we benefit from the state guarantee is through uh very cheap interest rates yeah that s right right so,in the past on the fact that i thought that the shipments were making to the oen right into the,
uh,so we re not gonna to pay a lot of uh interest for it yeah exactly that and it obviously was,is sort of non recourse to you well again it is recourse to us exactly that and it obviously was,
uh,banks to lend right now fair enough and that s uh you know i think the french facility is what 2,banks to lend right now fair enough and that s you know i think the french facility is what two,
uh,given your your bonds are kind of twice that right uh no no that s right now remember the the uh,know given your bonds or kind of twice that right no no that s right on the use of the,
uh,uh no no that s right now remember the the uh the use of the cap there are some limitations on,your bonds or kind of twice that right no no that s right on the use of the capital right,
uh,example we can t use that capital to go and uh buy back bonds in the market so it s really,example we can t use that capital to go and buy back bonds in the market it s really meant,
uh,the market so it s really meant to be for uh you know kind of operating needs of a company but,buy back bonds in the market it s really meant to be for operating needs of a company but yeah,
uh,there s some cost to it right so as we uh kind of emerge from the crisis and have a little,there s some cost to it right so as we kind of emerge from the crisis and have a little,
uh,visibility then we ll unwind those facilities okay that s uh that s very helpful thanks for all the color and,little more visibility then we ll unwind those facilities okay that s very helpful thanks for all the color and,
uh,is open hey guys thanks for taking my questions and uh really great job on transparency and costs here uh both,is open hey guys thanks for taking my questions and a really great job on transparency and costs here both,
uh,and uh really great job on transparency and costs here uh both very helpful thanks sean um just when you think,and a really great job on transparency and costs here both very helpful there are sort of projections out in,
uh,in the market that will have about you know 25 uh decline in new cars this year you know mostly based,sort of projections out in the market that will have about 25 decline in new cars is here mostly based,
uh,s been pretty strong as we ve used prices really uh you know rising even above last year um you know,been pretty strong as a way to use prices really rising even above last year we talk about how production,
uh,it s above the 80 that i m mentioning right uh but we ve been a little bit caught uh you,it s above the 80 that i m mentioning right customers just a few months ago telling us we need,
uh,right uh but we ve been a little bit caught uh you know by customers uh just a few months ago,there s no question it s above the 80 that i m mentioning right customers just a few months ago,
uh,been a little bit caught uh you know by customers uh just a few months ago telling us uh we need,mentioning right customers just a few months ago telling us we need product tomorrow and then telling us the next,
uh,by customers uh just a few months ago telling us uh we need product tomorrow and then telling us the next,mentioning right customers just a few months ago telling us we need product tomorrow and then telling us the next,
uh,of money in the hands of consumers right through the uh the unemployment benefits of you know different shapes and forms,a lot of money in the hands of consumers right through the unemployment benefits of you know different fits and,
uh,both continents and that is you know pretty good for uh end demand at the end of the day so i,with our customers and at the end of the day it s a call that we have to make it,
uh,of the day so i hope it s gonna be uh it s gonna materialize into and the older book we,half of the year and i think the reason for that is it s a long supply chain and the,
uh,orders and shipments in which case it could be better uh but you know i ve uh we we we we,our shipments in the second quarter but we re back to normal now okay thanks that s sort of what,
uh,it could be better uh but you know i ve uh we we we we ve seen fits and starts you,of money in the hands of consumers right through the unemployment benefits of you know different fits and starts you,
uh,we we we ve seen fits and starts you see uh plants restarting and then uh shutting down because uh there,the unemployment benefits of you know different fits and starts you see plants restarting and then shutting down because there,
uh,fits and starts you see uh plants restarting and then uh shutting down because uh there s uh covid infections or,you know different fits and starts you see plants restarting and then shutting down because there s covid infections or,
uh,see uh plants restarting and then uh shutting down because uh there s uh covid infections or you see people having,and starts you see plants restarting and then shutting down because there s covid infections or you see people having,
uh,restarting and then uh shutting down because uh there s uh covid infections or you see people having uh trouble uh,restarting and then shutting down because there s covid infections or you see people having trouble staffing you know the,
uh,there s uh covid infections or you see people having uh trouble uh stashing you know the full shift because there,down because there s covid infections or you see people having trouble staffing you know the false shift because there,
uh,uh covid infections or you see people having uh trouble uh stashing you know the full shift because there s uh,s covid infections or you see people having trouble staffing you know the false shift because there s too many,
uh,uh stashing you know the full shift because there s uh uh too many cases in the in the hot spots,you see people having trouble staffing you know the false shift because there s too many cases in the hotspot,
uh,stashing you know the full shift because there s uh uh too many cases in the in the hot spots so,see people having trouble staffing you know the false shift because there s too many cases in the hotspot so,
uh,i i it s still fragile i mean it looks uh quite good but it s still fragile right that s,so it s still fragile i mean and it looks quite good but it s still fragile right that s,
uh,i would think so i think all of us have uh made uh tremendous uh efforts to uh provide the proper,i hope this is coming to us in the u s through the u s that s great it s,
uh,think so i think all of us have uh made uh tremendous uh efforts to uh provide the proper environment from,this is coming to us in the u s through the u s that s great it s good to,
uh,i think all of us have uh made uh tremendous uh efforts to uh provide the proper environment from uh for,i think you guys face relatively the same markets in europe can you sort of point to why maybe they,
uh,of us have uh made uh tremendous uh efforts to uh provide the proper environment from uh for our uh employees,to us in the u s through the u s that s great it s good to hear john mark,
uh,tremendous uh efforts to uh provide the proper environment from uh for our uh employees uh it s very interesting i,to remove yourself from the queue we ve pressed the pound key your first question comes from the line of,
uh,to uh provide the proper environment from uh for our uh employees uh it s very interesting i i was commenting,slide presentation would supplement our ifrs disclosures good morning good afternoon everyone and thank you for your interest in constellion,
uh,provide the proper environment from uh for our uh employees uh it s very interesting i i was commenting on the,getting from the oems you ve got very strong deep strategic relationships with them i ve commented also in the,
uh,percent of our e employees have been affected by covid uh confirmed um we have had no new case confirmed case,when you think about your customers we ve had some shutdowns confirmed we have had no new case confirmed case,
uh,saying something about the fact that when people take responsibility uh in their daily lives right because it goes beyond what,in the past on the fact that we re in it for the long haul and i think it s,
uh,hours or 10 hours whatever that they work with us uh you can have an impact and i think you know,s the code all right so you don t really have an incentive to pay that off quickly you know,
uh,you know if people wear masks when they interact with uh outside uh which people uh they they come across i,you know norsk reported can volumes up 11 percent i think you guys face relatively the same markets in europe,
uh,if people wear masks when they interact with uh outside uh which people uh they they come across i think it,with them in terms of what is it exactly they need which by the way i don t think they,
uh,masks when they interact with uh outside uh which people uh they they come across i think it makes a tremendous,in the past we ve got it removed it may come back we think it s misguided and it doesn,
uh,they come across i think it makes a tremendous difference uh so i hope the reality will slowly or more more,the year i would translate all that into what it means for the different bu s i would expect bap,
uh,hope the reality will slowly or more more than slowly uh settle in and uh and good practices will uh get,no new case confirmed case in europe since the middle of may in and at good practice it will get,
uh,slowly or more more than slowly uh settle in and uh and good practices will uh get that uh virus a,in europe since the middle of may in and at good practice it will get that virus away from us,
uh,slowly uh settle in and uh and good practices will uh get that uh virus a away from us uh sooner,europe since the middle of may in and at good practice it will get that virus away from us sooner,
uh,in and uh and good practices will uh get that uh virus a away from us uh sooner rather than later,middle of may in and at good practice it will get that virus away from us sooner rather than later,
uh,will uh get that uh virus a away from us uh sooner rather than later and i think got you people,will get that virus away from us sooner rather than later you need to be affected to take steps and,
uh,china i mean china is you know going extremely strong uh you know it s a small operation for us but,china and china is going extremely strong it s a small operation for us but we are above budget above,
uh,us but we are above budget above last year right uh you look at europe no n new cases are really,small operation for us but we are above budget above last year you look at europe new cases are really,
uh,you look at europe no n new cases are really uh on a downward trend even though there are some clusters,last year you look at europe new cases are really on a downward trend even though there are some cluster,
uh,clusters here and there and we re seeing a stronger uh reco rebound and i hope this is coming uh to,are some cluster here and there and we ll see a stronger rebound and i hope this is coming to,
uh,stronger uh reco rebound and i hope this is coming uh to us in the us throughout the us that s,rebound and i hope this is coming to us in the u s through the u s that s great,
uh,go ahead thank you joanna so thanks every thanks everyone uh for uh participating in the call today as you can,and good luck thank you go ahead sir go ahead joanna one for participating in the call today as you,
uh,thank you joanna so thanks every thanks everyone uh for uh participating in the call today as you can see we,thank you go ahead sir go ahead joanna one for participating in the call today as you can see we,
uh,today as you can see we are very focused on uh uh facing the crisis protecting uh cash flow and uh,today as you can see we are very focused on facing the crisis protecting cash flow and building a stronger,
uh,as you can see we are very focused on uh uh facing the crisis protecting uh cash flow and uh building,the call today as you can see we are very focused on facing the crisis protecting cash flow and building,
uh,are very focused on uh uh facing the crisis protecting uh cash flow and uh building a stronger constellium when things,can see we are very focused on facing the crisis protecting cash flow and building a stronger constellation when things,
uh,uh uh facing the crisis protecting uh cash flow and uh building a stronger constellium when things are behind us thank,are very focused on facing the crisis protecting cash flow and building a stronger constellation when things are behind thank,
uh,behind us thank you very much and look forward to uh updating you on our progress uh on in q3 take,when things are behind thank you very much and look forward to updating you on our progress in q3 take,
uh,and look forward to uh updating you on our progress uh on in q3 take care stay well thank you speakers,very much and look forward to updating you on our progress in q3 take care stay well thank you speakers,
uh,you good morning everybody um thanks thanks for that clarification uh dan on that last comment that s that s helpful,morgan stanley please go ahead so clarification dan on that last comment so that s helpful i guess someone s,
uh,i guess i wanna try to get arms around business uh business insurance and and and margins in pricing um you,so that s helpful i guess someone s trying to get arms around business insurance and margins and pricing you,
uh,insurance and and and margins in pricing um you know uh trying to kinda pull out the effect of covid you,around business insurance and margins and pricing you know trying to kind of pull out the effect of covid you,
uh,is is that is that what you re getting at uh it is yeah it it is i guess uh you,is in excess of lost track basis expanding margins is that what you re getting at it is i guess,
uh,at uh it is yeah it it is i guess uh you you know on business interruption you had 20 basis,expanding margins is that what you re getting at it is i guess in business interruption you had 20 basic,
uh,written and earned basis rate is ahead of loss trend uh we ve had improved performances in some business you got,change was 1 5 percent as we continue to moderate pricing given the improved performance in our book over the,
uh,some impact of covid it was modest but not zero uh you know you ve got the year over year uh,some impact of covid it was modest but not zero you know you ve got the year over year that,
uh,uh you know you ve got the year over year uh in that sort of ongoing carry on impact of of,you know you ve got the year over year that sort of ongoing carry on impact of social inflation that,
uh,lines in cmp but as i said in my remarks uh relatively modest compared to compared to those reserve bases hmm,s been possibly some relatively modest compared to compared to those reserve basis okay thank you dan your next question,
uh,feel for just you know forget about the net benefit uh from the covid just from the direct loss of the,feel for just you know forget about the net benefit from the covid just from the direct losses alone or,
uh,the loan um or the direct impact what was the uh the hit that that had in business interruption on the,the direct losses alone or the direct impact what was the hit that that had in business interruption on the,
uh,of of directly related charges and while that included some uh some charges for the management liability coverages in bond and,pluses and the minuses related charges and while that included some charges for the management liability coverages in bond and,
uh,pre announcement you said it was mostly short tail lines uh so should we take that to mean i mean first,pre announcement you said it was mostly short tailed lines so should we take that to me i mean first,
uh,you re being conservative and waiting to see if that uh continues to be the case yeah ryan dan again so,you re being conservative and waiting to see if that continues to be the case yeah ryan dan again but,
uh,some favorable indications relative to what you would otherwise expect uh in in this current environment and when we look at,some favorable indications relative to what you would otherwise expect in this current environment too much favorability to simply say,
uh,relative to middle market that s really a product mix uh dynamic in the select business we have the thrust of,at relative to middle market that s really a product mix dynamic in the select business we have the thrust,
uh,gl and so you know we re continuing to see uh pricing and inflationary pressure on the property and so there,gl and so you know we re continuing to see pricing and inflationary pressure on the property and so there,
uh,gl product is is more on a standalone rated basis uh and then the retention overall uh for select you know,exposure on select that you do on the middle market where basis and then the retention overall for select we,
uh,a standalone rated basis uh and then the retention overall uh for select you know we we certainly put our our,middle market where basis and then the retention overall for select we certainly put our estimate of what we see,
uh,our our estimate of what we see in terms of uh you know business uh insolvencies bankruptcies and that s all,we certainly put our estimate of what we see in terms of your business insolvencies bankruptcies and that s all,
uh,what we see in terms of uh you know business uh insolvencies bankruptcies and that s all inside the 82 number,estimate of what we see in terms of your business insolvencies bankruptcies and that s all inside the 82 number,
uh,the line of meyer shields with kbw please go ahead uh great thanks greg if i heard you correctly in your,you your next question comes along with mayor schilz with kbw please go ahead great thanks sir mayor we look,
uh,the full portfolio and that s obviously a headline number uh what we did this quarter is we looked at you,the full portfolio and that s obviously a headline number what we did this quarter as we looked at you,
uh,of us we also look at some of the social uh inflation or liability dynamics that dan just talked about uh,front of us we also look at some of the social inflation or liability dynamics that dan just talked about,
uh,uh inflation or liability dynamics that dan just talked about uh when we roll that all up in aggregate we we,also look at some of the social inflation or liability dynamics that dan just talked about up in aggregate we,
uh,the question again i m i m trying to understand uh i know that in general workers compensation pricing has been,while retention was strong at 82 the headwind for workers compensation pricing is most pronounced in the select business new,
uh,has been coming down because industry experience has been good uh but we seem to be seeing a fairly significant um,you experience this thing good but we seem to be seeing a fairly significant exposure unit headwind and i m,
uh,majority of your covid losses thus ignoring the favorable impact uh in the second quarter just specifically within business insurance yeah,your covid loss is that s ignoring the favorable impact in the second quarter just specifically within business insurance yeah,
uh,for sure is workers comp um some some property losses uh both domestically and internationally uh and then dribs and drabs,the largest line for sure is workers cop some property losses both domestically and internationally and then dribs and drabs,
uh,um some some property losses uh both domestically and internationally uh and then dribs and drabs i would say in other,is workers cop some property losses both domestically and internationally and then dribs and drabs i would say and other,
uh,know i i appreciate the comments um that you made uh just before the q a but i guess i m,guess i appreciate the comments that you made just before the q a q a but i guess i m,
uh,covid related adverse impacts throughout the rest of the year uh you know just looking through your portfolio of exposures and,sense of how you re thinking throughout the rest of the year just looking through your portfolio of exposures and,
